task,method,pattern,seed,mm,budget_mean,rmse,max_err,e95,timeout_rate,iter_mean,time_q50,gearL,gearM,gearH,calib_ms,budget_scale,safety_rate
hover,reactive,burst,237,0.0,179.0,0.0035,0.0508,0.0001,0.1860,4.0,124.1,0.178,0.015,0.807,140.6,0.494,0.0000
hover,fixed20,burst,237,0.0,172.7,0.0032,0.0508,0.0000,0.1840,4.0,119.6,0.000,0.000,0.000,135.7,0.476,0.0000
hover,v3,burst,237,0.2,173.1,0.1898,0.1957,0.1902,0.1860,5.0,57.4,0.993,0.004,0.003,136.0,0.477,0.0000
hover,reactive,burst,237,0.2,172.3,0.1883,0.1975,0.1889,0.1860,5.0,144.7,0.178,0.015,0.807,135.4,0.475,0.0000
hover,fixed20,burst,237,0.2,174.9,0.1884,0.1940,0.1888,0.1840,5.0,145.4,0.000,0.000,0.000,137.4,0.482,0.0000
step,v3,burst,237,0.0,173.3,0.0152,0.2746,0.0004,0.1860,4.0,47.2,0.994,0.003,0.003,136.1,0.478,0.0000
step,reactive,burst,237,0.0,175.1,0.0156,0.2803,0.0004,0.1860,4.0,119.9,0.178,0.015,0.807,137.6,0.483,0.0000
step,fixed20,burst,237,0.0,176.2,0.0156,0.2803,0.0003,0.1840,4.0,122.4,0.000,0.000,0.000,138.4,0.486,0.0000
step,v3,burst,237,0.2,204.4,0.1899,0.3715,0.1902,0.1860,5.0,102.9,0.993,0.004,0.003,160.6,0.563,0.0000
step,reactive,burst,237,0.2,385.8,0.1888,0.3648,0.1912,0.1560,5.0,296.9,0.178,0.015,0.807,303.2,1.064,0.0000
step,fixed20,burst,237,0.2,386.4,0.1884,0.3648,0.1888,0.1840,5.0,299.6,0.000,0.000,0.000,303.6,1.065,0.0000
circle,v3,burst,237,0.0,374.6,0.3196,2.8159,0.0442,0.0330,4.3,85.6,0.991,0.005,0.004,294.3,1.033,0.0063
circle,reactive,burst,237,0.0,377.0,7863.8800,17814.4011,16015.5780,0.9710,23.4,451.5,0.996,0.004,0.000,296.3,1.039,0.6216
circle,fixed20,burst,237,0.0,356.0,2918.2963,10380.5034,7908.8505,0.9990,7.8,461.8,0.000,0.000,0.000,279.7,0.981,0.1294
circle,v3,burst,237,0.2,380.3,38.3834,169.3856,87.7998,0.2380,8.3,106.3,0.990,0.006,0.004,298.8,1.048,0.0617
circle,reactive,burst,237,0.2,366.7,17596.0163,40781.8560,36535.9082,0.9660,22.2,439.8,0.987,0.012,0.001,288.1,1.011,0.8158
circle,fixed20,burst,237,0.2,376.1,9242.8786,17575.3619,15869.7665,0.9990,8.1,475.2,0.000,0.000,0.000,295.5,1.037,0.5261
fig8,v3,burst,237,0.0,389.3,0.0477,0.5324,0.0486,0.0370,4.1,89.3,0.990,0.006,0.004,305.8,1.073,0.0000
fig8,reactive,burst,237,0.0,395.2,26.3219,195.6619,31.7169,0.1330,6.8,244.3,0.298,0.021,0.681,310.5,1.090,0.0767
fig8,fixed20,burst,237,0.0,370.2,102.9277,484.7612,291.5051,0.3150,4.9,243.3,0.000,0.000,0.000,290.9,1.021,0.0341
fig8,v3,burst,237,0.2,380.5,101.4992,490.6780,285.4209,0.3130,7.8,211.7,0.228,0.768,0.004,299.0,1.049,0.0543
fig8,reactive,burst,237,0.2,357.9,16737.9191,39448.8849,35179.9006,0.9530,21.8,428.9,0.989,0.008,0.003,281.2,0.987,0.8365
fig8,fixed20,burst,237,0.2,371.2,101.0175,476.1163,285.9115,0.3150,5.7,299.4,0.000,0.000,0.000,291.6,1.023,0.0343
